id,name,batch,type,address,publish,age,location
7-4,孟家泉遗址,第七批,古遗址,河北省唐山市玉田县,文物保护单位,旧石器时代,"117.738658,39.900401"
7-5,筛子绫罗遗址,第七批,古遗址,河北省张家口市蔚县,文物保护单位,新石器时代,"114.502665,39.766607"
7-6,三各庄遗址,第七批,古遗址,河北省沧州市任丘市,文物保护单位,新石器时代,"116.075516,38.812978"
7-7,哑叭庄遗址,第七批,古遗址,河北省沧州市任丘市,文物保护单位,新石器时代至东周,"116.074774,38.717383"
7-8,万军山遗址,第七批,古遗址,河北省唐山市迁安市,文物保护单位,新石器时代、商,"118.701144,39.999175"
7-9,庄窠遗址,第七批,古遗址,河北省张家口市蔚县,文物保护单位,新石器时代、商,"114.822484,39.886904"
7-10,三关遗址,第七批,古遗址,河北省张家口市蔚县,文物保护单位,新石器时代、商、战国,"114.784508,39.924088"
7-11,南城村遗址,第七批,古遗址,河北省邯郸市磁县,文物保护单位,新石器时代、商、汉,"114.373947,36.374012"
7-12,涧沟遗址,第七批,古遗址,河北省邯郸市邯郸县,文物保护单位,新石器时代、商、汉,"114.490431,36.580358"
7-13,补要村遗址,第七批,古遗址,河北省邢台市临城县,文物保护单位,新石器时代、商、唐,"114.541903,37.455729"
7-14,顶子城遗址,第七批,古遗址,河北省承德市平泉县,文物保护单位,夏至周,"118.701951,41.018405"
7-15,龟地遗址,第七批,古遗址,河北省唐山市丰润区,文物保护单位,夏至周,"118.103663,39.826818"
7-16,北放水遗址,第七批,古遗址,河北省保定市唐县,文物保护单位,夏、东周、汉,"115.042418,38.810043"
7-17,要庄遗址,第七批,古遗址,河北省保定市满城县,文物保护单位,商至周,"115.385087,38.971422"
7-18,伏羲台遗址,第七批,古遗址,河北省石家庄市新乐市,文物保护单位,商、周、汉,"114.716111,38.381372"
7-19,西张村遗址,第七批,古遗址,河北省石家庄市元氏县,文物保护单位,西周,"114.517142,37.708505"
7-20,柏人城遗址,第七批,古遗址,河北省邢台市隆尧县,文物保护单位,西周至东周,"114.770419,37.350173"
7-21,鹿城岗城址,第七批,古遗址,河北省邢台市邢台县,文物保护单位,东周,"114.507416,37.072954"
7-22,固镇古城遗址,第七批,古遗址,河北省邯郸市武安市,文物保护单位,东周至东汉,"113.989552,36.644237"
7-23,付将沟遗址,第七批,古遗址,河北省承德市兴隆县,文物保护单位,战国至汉,"117.500558,40.417358"
7-24,东垣古城遗址,第七批,古遗址,河北省石家庄市长安区,文物保护单位,战国至汉,"114.539060,38.036654"
7-25,武垣城址,第七批,古遗址,河北省沧州市肃宁县,文物保护单位,战国至汉、隋唐,"115.829758,38.422802"
7-26,东黑山遗址,第七批,古遗址,河北省保定市徐水县,文物保护单位,战国、汉,"115.418803,39.081257"
7-27,古宋城址,第七批,古遗址,河北省石家庄市赵县,文物保护单位,汉,"114.776187,37.756498"
7-28,冀州古城遗址,第七批,古遗址,河北省衡水市冀州市,文物保护单位,汉,"115.581492,37.546000"
7-29,后底阁遗址,第七批,古遗址,河北省邢台市南宫市,文物保护单位,北朝至唐,"115.679253,37.220575"
7-30,临清古城遗址,第七批,古遗址,河北省邢台市临西县,文物保护单位,北魏至金,"115.501264,36.849970"
7-31,隆化土城子城址,第七批,古遗址,河北省承德市隆化县,文物保护单位,北魏至元,"117.604966,40.497263"
7-32,禅果寺遗址,第七批,古遗址,河北省邯郸市武安市,文物保护单位,南北朝,"114.203697,36.696506"
7-33,沧州旧城,第七批,古遗址,河北省沧州市沧县,文物保护单位,唐至宋,"117.022859,38.196322"
7-34,板厂峪窑址群遗址,第七批,古遗址,河北省秦皇岛市抚宁县,文物保护单位,明,"119.235739,39.889241"
7-35,古交遗址,第七批,古遗址,山西省太原市古交市,文物保护单位,旧石器时代,"112.162323,37.901810"
7-36,匼河遗址,第七批,古遗址,山西省运城市芮城县,文物保护单位,旧石器时代,"110.282477,34.664375"
7-37,梁村遗址,第七批,古遗址,山西省晋中市祁县,文物保护单位,新石器时代,"112.426870,37.304306"
7-38,坡头遗址,第七批,古遗址,山西省运城市芮城县,文物保护单位,新石器时代,"110.894021,34.761632"
7-39,金胜庄遗址,第七批,古遗址,山西省运城市芮城县,文物保护单位,新石器时代,"110.694369,34.693580"
7-40,东庄遗址,第七批,古遗址,山西省运城市芮城县,文物保护单位,新石器时代,"110.452056,34.699093"
7-41,西王村遗址,第七批,古遗址,山西省运城市芮城县,文物保护单位,新石器时代,"110.321630,34.619185"
7-42,周家庄遗址,第七批,古遗址,山西省运城市绛县,文物保护单位,新石器时代,"111.477865,35.485759"
7-43,古魏城遗址,第七批,古遗址,山西省运城市芮城县,文物保护单位,周,"110.684466,34.701664"
7-44,下阳城遗址,第七批,古遗址,山西省运城市平陆县,文物保护单位,周,"111.194133,34.829260"
7-45,虞国古城遗址,第七批,古遗址,山西省运城市平陆县,文物保护单位,周,"111.214355,34.826401"
7-46,虞坂古盐道,第七批,古遗址,山西省运城市平陆县,文物保护单位,西周、明,"111.194133,34.829260"
7-47,程村遗址,第七批,古遗址,山西省运城市临猗县,文物保护单位,东周,"110.619821,35.026652"
7-48,娄烦古城遗址,第七批,古遗址,山西省太原市娄烦县,文物保护单位,东周,"112.552003,37.886907"
7-49,猗氏故城,第七批,古遗址,山西省运城市临猗县,文物保护单位,西汉,"110.778982,35.139185"
7-50,玉壁城遗址,第七批,古遗址,山西省运城市稷山县,文物保护单位,北朝,"110.947471,35.562594"
7-51,蘑菇山北遗址,第七批,古遗址,内蒙古自治区满洲里市扎赉诺尔区,文物保护单位,旧石器时代,"117.670248,49.510375"
7-52,金斯太洞穴遗址,第七批,古遗址,内蒙古自治区锡林郭勒盟东乌珠穆沁旗,文物保护单位,旧石器时代、商,"116.974494,45.498221"
7-53,辉河水坝遗址,第七批,古遗址,内蒙古自治区呼伦贝尔市鄂温克族自治旗,文物保护单位,新石器时代,"119.415203,48.893114"
7-54,哈克遗址,第七批,古遗址,内蒙古自治区呼伦贝尔市海拉尔区,文物保护单位,新石器时代,"120.076259,49.189887"
7-55,白音长汗遗址,第七批,古遗址,内蒙古自治区赤峰市林西县,文物保护单位,新石器时代,"118.240725,43.307465"
7-56,兴隆沟遗址,第七批,古遗址,内蒙古自治区赤峰市敖汉旗,文物保护单位,新石器时代,"120.672652,42.377877"
7-57,魏家窝铺遗址,第七批,古遗址,内蒙古自治区赤峰市红山区,文物保护单位,新石器时代,"118.955280,42.141320"
7-58,富河沟门遗址,第七批,古遗址,内蒙古自治区赤峰市巴林左旗,文物保护单位,新石器时代,"119.369382,43.971742"
7-59,寨子圪旦遗址,第七批,古遗址,内蒙古自治区鄂尔多斯市准格尔旗,文物保护单位,新石器时代,"111.240171,39.864362"
7-60,草帽山遗址,第七批,古遗址,内蒙古自治区赤峰市敖汉旗,文物保护单位,新石器时代,"119.916615,42.124603"
7-61,马架子遗址,第七批,古遗址,内蒙古自治区赤峰市喀喇沁旗,文物保护单位,新石器时代、夏、商、周,"119.068133,41.978344"
7-62,三座店石城遗址,第七批,古遗址,内蒙古自治区赤峰市松山区,文物保护单位,夏至商,"118.624501,42.361573"
7-63,二道井子遗址,第七批,古遗址,内蒙古自治区赤峰市红山区,文物保护单位,夏至商,"119.078239,42.171759"
7-64,太平庄遗址群,第七批,古遗址,内蒙古自治区赤峰市松山区,文物保护单位,夏至商,"118.993817,42.306174"
7-65,尹家店山城遗址,第七批,古遗址,内蒙古自治区赤峰市松山区,文物保护单位,夏至商,"118.459468,42.376402"
7-66,南山根遗址,第七批,古遗址,内蒙古自治区赤峰市宁城县,文物保护单位,周,"118.780869,41.542211"
7-67,奈曼土城子城址,第七批,古遗址,内蒙古自治区通辽市奈曼旗,文物保护单位,战国至秦汉,"120.825245,42.335099"
7-68,云中郡故城,第七批,古遗址,内蒙古自治区呼和浩特市托克托县,文物保护单位,战国至隋唐,"111.349630,40.530454"
7-69,浩特陶海城址,第七批,古遗址,内蒙古自治区呼伦贝尔市陈巴尔虎旗,文物保护单位,辽,"119.628730,49.319360"
7-70,灵安州遗址,第七批,古遗址,内蒙古自治区通辽市库伦旗,文物保护单位,辽,"121.810701,42.735657"
7-71,豫州城遗址及墓地,第七批,古遗址,内蒙古自治区通辽市扎鲁特旗,文物保护单位,辽,"120.911676,44.556389"
7-72,韩州城遗址,第七批,古遗址,内蒙古自治区通辽市科左后旗,文物保护单位,辽,"122.904429,43.098905"
7-73,饶州故城址,第七批,古遗址,内蒙古自治区赤峰市林西县,文物保护单位,辽,"118.055450,43.618120"
7-74,武安州遗址,第七批,古遗址,内蒙古自治区赤峰市敖汉旗,文物保护单位,辽、金、元,"119.921604,42.290782"
7-75,宁昌路遗址,第七批,古遗址,内蒙古自治区赤峰市敖汉旗,文物保护单位,辽、金、元,"120.055332,42.496337"
7-76,吐列毛杜古城遗址,第七批,古遗址,内蒙古自治区兴安盟科尔沁右翼中旗,文物保护单位,金,"120.905507,45.536672"
7-77,四郎城古城,第七批,古遗址,内蒙古自治区锡林郭勒盟正蓝旗,文物保护单位,金、元、明,"115.992470,42.241638"
7-78,燕家梁遗址,第七批,古遗址,内蒙古自治区包头市九原区,文物保护单位,元,"109.813879,40.574363"
7-79,新忽热古城址,第七批,古遗址,内蒙古自治区巴彦淖尔市乌拉特中旗,文物保护单位,元、明,"108.513645,41.587732"
7-80,前阳洞穴遗址,第七批,古遗址,辽宁省丹东市东港市,文物保护单位,旧石器时代,"124.204592,39.961830"
7-81,后洼遗址,第七批,古遗址,辽宁省丹东市东港市,文物保护单位,新石器时代,"124.152705,39.863008"
7-82,沙锅屯遗址,第七批,古遗址,辽宁省葫芦岛市南票区,文物保护单位,新石器时代,"120.696523,41.132696"
7-83,小珠山遗址,第七批,古遗址,辽宁省大连市长海县,文物保护单位,新石器时代,"122.588494,39.272728"
7-84,双砣子遗址,第七批,古遗址,辽宁省大连市甘井子区,文物保护单位,新石器时代至商,"121.525461,38.953351"
7-85,五连城城址,第七批,古遗址,辽宁省朝阳市建平县,文物保护单位,夏至商,"119.643280,41.403128"
7-86,团山遗址,第七批,古遗址,辽宁省铁岭市开原市,文物保护单位,春秋至战国,"124.038268,42.546307"
7-87,永陵南城址,第七批,古遗址,辽宁省抚顺市新宾满族自治县,文物保护单位,汉至魏晋,"124.832625,41.710857"
7-88,高俭地山城,第七批,古遗址,辽宁省本溪市桓仁满族自治县,文物保护单位,汉至唐,"124.884336,41.413333"
7-89,高丽城山城,第七批,古遗址,辽宁省营口市盖州市,文物保护单位,汉至唐,"122.199679,40.161191"
7-90,巍霸山城（含清泉寺）,第七批,古遗址,辽宁省大连市普兰店市,文物保护单位,汉至唐,"122.309752,39.636576"
7-91,下古城子城址,第七批,古遗址,辽宁省本溪市桓仁满族自治县,文物保护单位,汉至唐,"125.335402,41.282029"
7-92,燕州城山城,第七批,古遗址,辽宁省辽阳市灯塔市,文物保护单位,汉至唐,"123.487017,41.300562"
7-93,邰集屯城址,第七批,古遗址,辽宁省葫芦岛市连山区,文物保护单位,汉、辽,"120.869231,40.774461"
7-94,边牛山城址,第七批,古遗址,辽宁省本溪市溪湖区,文物保护单位,汉、金,"123.767647,41.329219"
7-95,大黑山山城,第七批,古遗址,辽宁省大连市金州区,文物保护单位,魏晋至唐,"121.791684,39.095749"
7-96,得利寺山城,第七批,古遗址,辽宁省大连市瓦房店市,文物保护单位,魏晋至唐,"122.046724,39.800050"
7-97,城子山山城,第七批,古遗址,辽宁省铁岭市西丰县,文物保护单位,唐至辽、金,"124.709695,42.521956"
7-98,四面城城址,第七批,古遗址,辽宁省铁岭市昌图县,文物保护单位,辽、金,"124.002884,42.928878"
7-99,冮官屯窑址,第七批,古遗址,辽宁省辽阳市辽阳县,文物保护单位,辽、金,"123.105695,41.205329"
7-100,八家子城址,第七批,古遗址,辽宁省朝阳市建平县,文物保护单位,辽至元,"119.643280,41.403128"
7-101,东京城城址,第七批,古遗址,辽宁省辽阳市太子河区,文物保护单位,明,"123.181782,41.253277"
7-102,石人沟遗址,第七批,古遗址,吉林省延边朝鲜族自治州和龙市,文物保护单位,旧石器时代,"129.010106,42.546675"
7-103,新屯子西山遗址,第七批,古遗址,吉林省白山市抚松县,文物保护单位,旧石器时代,"127.350237,42.293078"
7-104,寿山仙人洞遗址,第七批,古遗址,吉林省吉林市桦甸市,文物保护单位,旧石器时代,"126.628353,43.138719"
7-105,向阳南岗遗址,第七批,古遗址,吉林省白城市镇赉县,文物保护单位,新石器时代至战国,"123.486854,46.198637"
7-106,后太平遗址群,第七批,古遗址,吉林省四平市双辽市,文物保护单位,新石器时代、商至战国,"123.734259,43.508721"
7-107,双塔遗址,第七批,古遗址,吉林省白城市洮北区,文物保护单位,新石器时代、战国,"122.953033,45.392329"
7-108,余富遗址,第七批,古遗址,吉林省吉林市磐石市,文物保护单位,周至汉,"126.044690,43.305807"
7-109,五家子遗址,第七批,古遗址,吉林省长春市双阳区,文物保护单位,东周,"125.942496,43.341528"
7-110,大青山遗址,第七批,古遗址,吉林省四平市公主岭市,文物保护单位,东周,"124.633643,43.972480"
7-111,龙岗遗址群,第七批,古遗址,吉林省通化市通化县,文物保护单位,战国至汉,"125.827321,41.608825"
7-112,赤柏松古城址,第七批,古遗址,吉林省通化市通化县,文物保护单位,西汉,"125.730782,41.656213"
7-113,萨其城址,第七批,古遗址,吉林省延边朝鲜族自治州珲春市,文物保护单位,唐,"130.366036,42.862821"
7-114,温特赫部城址与裴优城址,第七批,古遗址,吉林省延边朝鲜族自治州珲春市,文物保护单位,唐、金,"130.366036,42.862821"
7-115,春捺钵遗址群,第七批,古遗址,吉林省松原市乾安县,文物保护单位,辽,"124.041139,45.003774"
7-116,石头城子古城址,第七批,古遗址,吉林省松原市扶余县,文物保护单位,辽、金,"126.068461,45.010864"
7-117,嘎呀河城址,第七批,古遗址,吉林省吉林市舒兰市,文物保护单位,辽、金,"126.552597,44.356329"
7-118,揽头窝堡遗址,第七批,古遗址,吉林省长春市德惠市,文物保护单位,金,"125.703154,44.658987"
7-119,前进古城址,第七批,古遗址,吉林省吉林市蛟河市,文物保护单位,金,"127.671878,43.915096"
7-120,五家子城址,第七批,古遗址,吉林省四平市公主岭市,文物保护单位,金,"125.022547,43.763399"
7-121,乌拉街沿江古城址,第七批,古遗址,吉林省吉林市龙潭区,文物保护单位,金、明、清,"126.471595,44.084358"
7-122,乌拉部故城址,第七批,古遗址,吉林省吉林市龙潭区,文物保护单位,明至清,"126.562197,43.910803"
7-123,小拉哈遗址,第七批,古遗址,黑龙江省大庆市肇源县,文物保护单位,新石器时代至战国,"124.474152,45.884241"
7-124,王脖子山遗址群,第七批,古遗址,黑龙江省哈尔滨市巴彦县,文物保护单位,新石器时代至汉,"127.403182,46.085379"
7-125,老龙头遗址,第七批,古遗址,黑龙江省齐齐哈尔市富拉尔基区,文物保护单位,西周至春秋,"123.559440,47.101500"
7-126,庆华古山寨遗址,第七批,古遗址,黑龙江省哈尔滨市宾县,文物保护单位,战国至汉,"127.561149,45.697353"
7-127,团结遗址,第七批,古遗址,黑龙江省牡丹江市东宁县,文物保护单位,战国至唐,"131.111829,43.970485"
7-128,中兴城址,第七批,古遗址,黑龙江省鹤岗市绥滨县,文物保护单位,辽、金,"131.852759,47.289116"
7-129,土城子遗址,第七批,古遗址,黑龙江省哈尔滨市依兰县,文物保护单位,金,"129.558931,46.048195"
7-130,郝家城子古城遗址,第七批,古遗址,黑龙江省绥化地区兰西县,文物保护单位,金,"126.621074,46.313557"
7-131,墨尔根至漠河古驿站驿道,第七批,古遗址,黑龙江省大兴安岭地区呼玛县、塔河县、漠河县及黑河市嫩江县,文物保护单位,清,"125.399085,52.430266"
7-132,鄂伦春神泉祭坛遗址,第七批,古遗址,黑龙江省黑河市逊克县,文物保护单位,清,"128.478750,49.564252"
7-133,宁古塔将军驻地旧城遗址,第七批,古遗址,黑龙江省牡丹江市海林市,文物保护单位,清,"129.380482,44.594213"
7-134,崧泽遗址,第七批,古遗址,上海市青浦县,文物保护单位,新石器时代,"121.124178,31.150681"
7-135,上海马桥遗址,第七批,古遗址,上海市闵行区,文物保护单位,新石器时代至商,"121.382866,31.035225"
7-136,广富林遗址,第七批,古遗址,上海市松江区,文物保护单位,新石器时代、东周,"121.199230,31.065437"
7-137,志丹苑元代水闸遗址,第七批,古遗址,上海市普陀区,文物保护单位,元,"121.430087,31.258804"
7-138,中华曙猿化石地点,第七批,古遗址,江苏省常州市溧阳市,文物保护单位,旧石器时代,"119.484211,31.416911"
7-139,青莲岗遗址,第七批,古遗址,江苏省淮安市楚州区,文物保护单位,新石器时代,"119.286689,33.724375"
7-140,薛城遗址,第七批,古遗址,江苏省南京市高淳县,文物保护单位,新石器时代,"118.855100,31.361181"
7-141,草鞋山遗址,第七批,古遗址,江苏省苏州市吴中区,文物保护单位,新石器时代,"120.799163,31.372514"
7-142,东山村遗址,第七批,古遗址,江苏省苏州市张家港市,文物保护单位,新石器时代,"120.409029,31.926772"
7-143,赵陵山遗址,第七批,古遗址,江苏省苏州市昆山市,文物保护单位,新石器时代,"120.980737,31.385598"
7-144,西溪遗址,第七批,古遗址,江苏省无锡市宜兴市,文物保护单位,新石器时代,"119.592002,31.481629"
7-145,刘林遗址,第七批,古遗址,江苏省徐州市邳州市,文物保护单位,新石器时代,"117.982080,34.464475"
7-146,城上村遗址,第七批,古遗址,江苏省镇江市句容市,文物保护单位,新石器时代至周,"119.180250,31.986034"
7-147,梁王城遗址,第七批,古遗址,江苏省徐州市邳州市,文物保护单位,新石器时代至战国,"117.793769,34.506407"
7-148,佘城遗址,第七批,古遗址,江苏省无锡市江阴市,文物保护单位,夏至周,"120.324350,31.843248"
7-149,葛城遗址,第七批,古遗址,江苏省镇江市丹阳市,文物保护单位,西周至春秋,"119.606536,32.010117"
7-150,晓店青墩遗址,第七批,古遗址,江苏省宿迁市宿豫区,文物保护单位,西周、汉,"118.315656,34.058802"
7-151,阖闾城遗址,第七批,古遗址,江苏省无锡市滨湖区与常州市武进区,文物保护单位,春秋,"120.271750,31.470483"
7-152,固城遗址,第七批,古遗址,江苏省南京市高淳县,文物保护单位,春秋至汉,"118.983420,31.310670"
7-153,曲阳城遗址,第七批,古遗址,江苏省连云港市东海县,文物保护单位,汉,"118.709605,34.443551"
7-154,铁瓮城遗址,第七批,古遗址,江苏省镇江市京口区,文物保护单位,东汉,"119.459115,32.213766"
7-155,黄泗浦遗址,第七批,古遗址,江苏省苏州市张家港市,文物保护单位,南朝至宋,"120.616687,31.850921"
7-156,大报恩寺遗址,第七批,古遗址,江苏省南京市秦淮区,文物保护单位,南朝至清,"118.782957,32.009247"
7-157,泗州城遗址,第七批,古遗址,江苏省淮安市盱眙县,文物保护单位,唐至清,"118.483532,33.029680"
7-158,宋元粮仓遗址,第七批,古遗址,江苏省镇江市京口区,文物保护单位,宋至清,"119.447357,32.211875"
7-159,太仓海运仓遗址,第七批,古遗址,江苏省苏州市太仓市,文物保护单位,元,"121.123232,31.431840"
7-160,大窑路窑群遗址,第七批,古遗址,江苏省无锡市南长区,文物保护单位,明至清,"120.320600,31.553646"
7-161,蜀山窑群,第七批,古遗址,江苏省无锡市宜兴市,文物保护单位,明至清,"119.862830,31.265415"
7-162,乌龟洞遗址,第七批,古遗址,浙江省杭州市建德市,文物保护单位,旧石器时代,"119.281213,29.474884"
7-163,上马坎遗址,第七批,古遗址,浙江省湖州市安吉县,文物保护单位,旧石器时代,"119.764759,30.754263"
7-164,七里亭遗址,第七批,古遗址,浙江省湖州市长兴县,文物保护单位,旧石器时代,"119.694506,30.924002"
7-165,小古城遗址,第七批,古遗址,浙江省杭州市余杭区,文物保护单位,新石器时代,"119.881595,30.381901"
7-166,田螺山遗址,第七批,古遗址,浙江省宁波市余姚市,文物保护单位,新石器时代,"121.384268,30.021926"
7-167,鲻山遗址,第七批,古遗址,浙江省宁波市余姚市,文物保护单位,新石器时代,"121.154594,30.037858"
7-168,曹湾山遗址,第七批,古遗址,浙江省温州市鹿城区,文物保护单位,新石器时代,"120.536488,28.091444"
7-169,庄桥坟遗址,第七批,古遗址,浙江省嘉兴市平湖市,文物保护单位,新石器时代,"121.115976,30.655249"
7-170,新地里遗址,第七批,古遗址,浙江省嘉兴市桐乡市,文物保护单位,新石器时代,"120.565099,30.630173"
7-171,小黄山遗址,第七批,古遗址,浙江省绍兴市嵊州市,文物保护单位,新石器时代,"120.831025,29.561410"
7-172,好川遗址,第七批,古遗址,浙江省丽水市遂昌县,文物保护单位,新石器时代,"119.182751,28.554615"
7-173,塔山遗址,第七批,古遗址,浙江省宁波市象山县,文物保护单位,新石器时代至周,"121.882882,29.479116"
7-174,毘山遗址,第七批,古遗址,浙江省湖州市吴兴区,文物保护单位,新石器时代至周,"120.133208,30.866800"
7-175,德清原始瓷窑址,第七批,古遗址,浙江省湖州市德清县,文物保护单位,商至战国,"119.977401,30.542510"
7-176,大溪东瓯古城遗址,第七批,古遗址,浙江省台州市温岭市,文物保护单位,西汉,"121.257951,28.461042"
7-177,城山古城遗址,第七批,古遗址,浙江省湖州市长兴县,文物保护单位,东汉,"119.930098,30.804284"
7-178,凤凰山窑址群,第七批,古遗址,浙江省绍兴市上虞市,文物保护单位,三国至晋,"121.073849,29.824952"
7-179,泗洲造纸作坊遗址,第七批,古遗址,浙江省杭州市富阳市,文物保护单位,宋,"119.913437,30.100908"
7-180,天目窑遗址,第七批,古遗址,浙江省杭州市临安市,文物保护单位,宋至元,"119.413670,30.227692"
7-181,小南海石室,第七批,古遗址,浙江省衢州市龙游县,文物保护单位,宋至清,"119.173746,29.051727"
7-182,云和银矿遗址,第七批,古遗址,浙江省丽水市云和县,文物保护单位,明,"119.576783,28.107022"
7-183,花岙兵营遗址,第七批,古遗址,浙江省宁波市象山县,文物保护单位,明至清,"121.819885,29.064222"
7-184,毛竹山、官山遗址,第七批,古遗址,安徽省宣城市宁国市,文物保护单位,旧石器时代,"119.255152,30.471207"
7-185,银山智人遗址,第七批,古遗址,安徽省合肥市巢湖市,文物保护单位,旧石器时代,"117.861800,31.598628"
7-186,双墩遗址,第七批,古遗址,安徽省蚌埠市淮上区,文物保护单位,新石器时代,"117.325012,32.982709"
7-187,禹会村遗址,第七批,古遗址,安徽省蚌埠市禹会区,文物保护单位,新石器时代,"117.212495,32.886062"
7-188,石山孜遗址,第七批,古遗址,安徽省淮北市烈山区,文物保护单位,新石器时代,"116.825388,33.842434"
7-189,小山口遗址,第七批,古遗址,安徽省宿州市埇桥区,文物保护单位,新石器时代,"117.121058,34.049646"
7-190,古台寺遗址,第七批,古遗址,安徽省宿州市埇桥区,文物保护单位,新石器时代,"116.977463,33.640061"
7-191,孙家城遗址,第七批,古遗址,安徽省安庆市怀宁县,文物保护单位,新石器时代至商,"116.796928,30.810658"
7-192,张四墩遗址,第七批,古遗址,安徽省安庆市宜秀区,文物保护单位,新石器时代至周,"117.070003,30.541323"
7-193,垓下遗址,第七批,古遗址,安徽省蚌埠市固镇县,文物保护单位,新石器时代、汉,"117.555759,33.319269"
7-194,牯牛山城址,第七批,古遗址,安徽省芜湖市南陵县,文物保护单位,西周至春秋,"118.334360,30.914923"
7-195,榉根关古徽道,第七批,古遗址,安徽省池州市石台县,文物保护单位,唐至清,"117.342260,30.014872"
7-196,古井贡酒酿造遗址,第七批,古遗址,安徽省亳州市谯城区,文物保护单位,宋至清,"115.796573,33.863172"
7-197,徽杭古道绩溪段和古徽道东线郎溪段,第七批,古遗址,安徽省宣城市绩溪县、郎溪县,文物保护单位,宋至民国,"118.807618,30.137493"
7-198,莲花池山遗址,第七批,古遗址,福建省漳州市芗城区,文物保护单位,旧石器时代,"117.653975,24.510900"
7-199,奇和洞遗址,第七批,古遗址,福建省龙岩市漳平市,文物保护单位,旧石器时代至新石器时代,"117.419998,25.290185"
7-200,南山遗址,第七批,古遗址,福建省三明市明溪县,文物保护单位,新石器时代至商周,"117.221316,26.352721"
7-201,池湖遗址,第七批,古遗址,福建省南平市光泽县,文物保护单位,新石器时代、商周,"117.350601,27.607485"
7-202,猫耳山遗址,第七批,古遗址,福建省南平市浦城县,文物保护单位,商,"118.541256,27.917263"
7-203,庵山沙丘遗址,第七批,古遗址,福建省泉州市晋江市,文物保护单位,商至周,"118.509028,24.651664"
7-204,海坛海峡水下遗址,第七批,古遗址,福建省福州市平潭县,文物保护单位,五代至清,"119.972738,25.444846"
7-205,中村窑遗址,第七批,古遗址,福建省三明市三元区,文物保护单位,宋至明,"117.666704,26.170582"
7-206,拾年山遗址,第七批,古遗址,江西省新余市渝水区,文物保护单位,新石器时代,"114.944646,27.800387"
7-207,社山头遗址,第七批,古遗址,江西省上饶市广丰县,文物保护单位,新石器时代至周,"118.114368,28.407641"
7-208,角山板栗山遗址,第七批,古遗址,江西省鹰潭市月湖区,文物保护单位,商,"117.037137,28.239153"
7-209,界埠粮仓遗址,第七批,古遗址,江西省吉安市新干县,文物保护单位,战国,"115.387463,27.766210"
7-210,枭阝阳城遗址,第七批,古遗址,江西省九江市都昌县,文物保护单位,汉,"116.204099,29.273194"
7-211,宝山金银矿冶遗址,第七批,古遗址,江西省抚州市金溪县,文物保护单位,唐,"116.796144,27.910447"
7-212,银山银矿遗址,第七批,古遗址,江西省上饶市德兴市,文物保护单位,唐、宋,"117.583534,28.953937"
7-213,七里镇窑址,第七批,古遗址,江西省赣州市章贡区,文物保护单位,唐至明,"114.993190,25.849798"
7-214,包家金矿遗址,第七批,古遗址,江西省上饶市上饶县,文物保护单位,唐至明,"117.877233,28.263359"
7-215,凤凰山铁矿遗址,第七批,古遗址,江西省新余市分宜县,文物保护单位,唐至明,"114.775594,27.874125"
7-216,白舍窑遗址,第七批,古遗址,江西省抚州市南丰县,文物保护单位,宋,"116.434702,27.039250"
7-217,蒙山银矿遗址,第七批,古遗址,江西省宜春市上高县,文物保护单位,宋、元、明,"114.923913,28.060132"
7-218,华林造纸作坊遗址,第七批,古遗址,江西省宜春市高安市,文物保护单位,宋、元、明,"115.375616,28.417255"
7-219,丽阳窑址,第七批,古遗址,江西省景德镇市昌江区,文物保护单位,元至明,"117.043264,29.218257"
7-220,建新遗址,第七批,古遗址,山东省枣庄市山亭区,文物保护单位,新石器时代,"117.409178,34.936213"
7-221,南王绪遗址,第七批,古遗址,山东省烟台市蓬莱市,文物保护单位,新石器时代,"120.630762,37.751542"
7-222,野店遗址,第七批,古遗址,山东省济宁市邹城市,文物保护单位,新石器时代,"116.989267,35.334631"
7-223,青堌堆遗址,第七批,古遗址,山东省济宁市梁山县,文物保护单位,新石器时代,"116.198957,35.878756"
7-224,大朱家村遗址,第七批,古遗址,山东省日照市莒县,文物保护单位,新石器时代,"118.919794,35.587105"
7-225,西朱封遗址,第七批,古遗址,山东省潍坊市临朐县,文物保护单位,新石器时代至夏,"118.527259,36.470965"
7-226,史家遗址,第七批,古遗址,山东省淄博市桓台县,文物保护单位,新石器时代至商,"117.979796,37.004706"
7-227,北沈遗址,第七批,古遗址,山东省淄博市淄川区,文物保护单位,新石器时代至战国,"118.011357,36.647475"
7-228,北沟头遗址,第七批,古遗址,山东省临沂市临沭县,文物保护单位,新石器时代、周、汉,"118.647170,34.955097"
7-229,西夏侯遗址,第七批,古遗址,山东省济宁市曲阜市,文物保护单位,新石器时代、商,"117.050488,35.524441"
7-230,尚庄遗址,第七批,古遗址,山东省聊城市茌平县,文物保护单位,新石器时代、商、周、汉,"116.270758,36.479426"
7-231,前掌大遗址,第七批,古遗址,山东省枣庄市滕州市,文物保护单位,新石器时代、商至周、汉,"117.228151,34.899648"
7-232,双王城盐业遗址群,第七批,古遗址,山东省潍坊市寿光市,文物保护单位,新石器时代、商、西周、金、元,"118.790652,36.855480"
7-233,嬴城遗址,第七批,古遗址,山东省莱芜市莱城区,文物保护单位,新石器时代、商、汉,"117.675797,36.214419"
